BenchmarkNumber,Evaluation,Time,Iteration,FinalTime,FinalIteration
84,1.4998354704372457E8,599533.0,24594725,600002.0,24612997
85,1.8247573497291955E8,598238.0,21266575,600004.0,21328694
86,1.4798137959281445E8,595112.0,26117606,600003.0,26325731
87,1.5143993662795255E8,597047.0,24824701,600000.0,24944174
88,1.1269071410959889E8,598625.0,24405030,600000.0,24459850
89,9.877712701269303E7,599534.0,26742652,600003.0,26762942
90,1.6773908396327013E8,595635.0,20818458,600011.0,20969438
91,1.3172887676564093E8,587680.0,19294708,600009.0,19608147
92,1.6785666529539037E8,599886.0,23613873,600011.0,23618332
93,1.3688184715588468E8,597603.0,24522938,600009.0,24616379
94,1.153113812329621E8,598695.0,27754365,600008.0,27814561
95,1.4849248366888633E8,599370.0,25425969,600011.0,25452326
96,1.6423692338937533E8,598656.0,24899974,600000.0,24956239
97,1.5191622682283387E8,599520.0,23746676,600020.0,23763647
98,1.242303126893752E8,586158.0,26496453,600003.0,27106385
99,9.888416034097154E7,598510.0,27001394,600011.0,27064687

